﻿Bevölkerungsgruppe;age_group_id;is_pregnant;is_breastfeeding;Geschlecht;gender_id;Nährstoff;nutrient_id;activity_level_id;Referenzwert;lower_limit;target;upper_limit;Einheit;unit_code;Bemerkung;Kategorie;Fussnoten;foot_note
19 bis unter 25 Jahre;7;;;Männlich;2;Vitamin A Retinoläquivalent;9;;;;850;;µg-RAE/Tag;ug;;Empfohlene Zufuhr;d;Berechnungsgrundlage: 1 µg Retinolaktivitätsäquivalent (retinol activity equivalent, RAE) = 1 µg Retinol = 12 µg β-Carotin = 24 µg andere Provitamin-A-Carotinoide.
19 bis unter 25 Jahre;7;;;Weiblich;1;Vitamin A Retinoläquivalent;9;;;;700;;µg-RAE/Tag;ug;;Empfohlene Zufuhr;d;Berechnungsgrundlage: 1 µg Retinolaktivitätsäquivalent (retinol activity equivalent, RAE) = 1 µg Retinol = 12 µg β-Carotin = 24 µg andere Provitamin-A-Carotinoide.
25 bis unter 51 Jahre;8;;;Männlich;2;Vitamin A Retinoläquivalent;9;;;;850;;µg-RAE/Tag;ug;;Empfohlene Zufuhr;d;Berechnungsgrundlage: 1 µg Retinolaktivitätsäquivalent (retinol activity equivalent, RAE) = 1 µg Retinol = 12 µg β-Carotin = 24 µg andere Provitamin-A-Carotinoide.
25 bis unter 51 Jahre;8;;;Weiblich;1;Vitamin A Retinoläquivalent;9;;;;700;;µg-RAE/Tag;ug;;Empfohlene Zufuhr;d;Berechnungsgrundlage: 1 µg Retinolaktivitätsäquivalent (retinol activity equivalent, RAE) = 1 µg Retinol = 12 µg β-Carotin = 24 µg andere Provitamin-A-Carotinoide.
51 bis unter 65 Jahre;9;;;Männlich;2;Vitamin A Retinoläquivalent;9;;;;850;;µg-RAE/Tag;ug;;Empfohlene Zufuhr;d;Berechnungsgrundlage: 1 µg Retinolaktivitätsäquivalent (retinol activity equivalent, RAE) = 1 µg Retinol = 12 µg β-Carotin = 24 µg andere Provitamin-A-Carotinoide.
51 bis unter 65 Jahre;9;;;Weiblich;1;Vitamin A Retinoläquivalent;9;;;;700;;µg-RAE/Tag;ug;;Empfohlene Zufuhr;d;Berechnungsgrundlage: 1 µg Retinolaktivitätsäquivalent (retinol activity equivalent, RAE) = 1 µg Retinol = 12 µg β-Carotin = 24 µg andere Provitamin-A-Carotinoide.
65 Jahre und älter;10;;;Männlich;2;Vitamin A Retinoläquivalent;9;;;;800;;µg-RAE/Tag;ug;;Empfohlene Zufuhr;d;Berechnungsgrundlage: 1 µg Retinolaktivitätsäquivalent (retinol activity equivalent, RAE) = 1 µg Retinol = 12 µg β-Carotin = 24 µg andere Provitamin-A-Carotinoide.
65 Jahre und älter;10;;;Weiblich;1;Vitamin A Retinoläquivalent;9;;;;700;;µg-RAE/Tag;ug;;Empfohlene Zufuhr;d;Berechnungsgrundlage: 1 µg Retinolaktivitätsäquivalent (retinol activity equivalent, RAE) = 1 µg Retinol = 12 µg β-Carotin = 24 µg andere Provitamin-A-Carotinoide.
1. Trimester;8;1;;Weiblich;1;Vitamin A Retinoläquivalent;9;;;;800;;µg-RAE/Tag;ug;;Empfohlene Zufuhr;d;Berechnungsgrundlage: 1 µg Retinolaktivitätsäquivalent (retinol activity equivalent, RAE) = 1 µg Retinol = 12 µg β-Carotin = 24 µg andere Provitamin-A-Carotinoide.
2. Trimester;8;1;;Weiblich;1;Vitamin A Retinoläquivalent;9;;;;800;;µg-RAE/Tag;ug;;Empfohlene Zufuhr;d;Berechnungsgrundlage: 1 µg Retinolaktivitätsäquivalent (retinol activity equivalent, RAE) = 1 µg Retinol = 12 µg β-Carotin = 24 µg andere Provitamin-A-Carotinoide.
3. Trimester;8;1;;Weiblich;1;Vitamin A Retinoläquivalent;9;;;;800;;µg-RAE/Tag;ug;;Empfohlene Zufuhr;d;Berechnungsgrundlage: 1 µg Retinolaktivitätsäquivalent (retinol activity equivalent, RAE) = 1 µg Retinol = 12 µg β-Carotin = 24 µg andere Provitamin-A-Carotinoide.
Stillende;8;;1;Weiblich;1;Vitamin A Retinoläquivalent;9;;;;1300;;µg-RAE/Tag;ug;;Empfohlene Zufuhr;d;Berechnungsgrundlage: 1 µg Retinolaktivitätsäquivalent (retinol activity equivalent, RAE) = 1 µg Retinol = 12 µg β-Carotin = 24 µg andere Provitamin-A-Carotinoide.
1 bis unter 4 Jahre;1;;;Männlich;2;Vitamin B12 Cobalamin;21;;;;1,5;;µg/Tag;ug;;Schätzwert;;
1 bis unter 4 Jahre;1;;;Weiblich;1;Vitamin B12 Cobalamin;21;;;;1,5;;µg/Tag;ug;;Schätzwert;;
4 bis unter 7 Jahre;2;;;Männlich;2;Vitamin B12 Cobalamin;21;;;;2,0;;µg/Tag;ug;;Schätzwert;;
4 bis unter 7 Jahre;2;;;Weiblich;1;Vitamin B12 Cobalamin;21;;;;2,0;;µg/Tag;ug;;Schätzwert;;
7 bis unter 10 Jahre;3;;;Männlich;2;Vitamin B12 Cobalamin;21;;;;2,5;;µg/Tag;ug;;Schätzwert;;
7 bis unter 10 Jahre;3;;;Weiblich;1;Vitamin B12 Cobalamin;21;;;;2,5;;µg/Tag;ug;;Schätzwert;;
10 bis unter 13 Jahre;4;;;Männlich;2;Vitamin B12 Cobalamin;21;;;;3,5;;µg/Tag;ug;;Schätzwert;;
10 bis unter 13 Jahre;4;;;Weiblich;1;Vitamin B12 Cobalamin;21;;;;3,5;;µg/Tag;ug;;Schätzwert;;
13 bis unter 15 Jahre;5;;;Männlich;2;Vitamin B12 Cobalamin;21;;;;4,0;;µg/Tag;ug;;Schätzwert;;
13 bis unter 15 Jahre;5;;;Weiblich;1;Vitamin B12 Cobalamin;21;;;;4,0;;µg/Tag;ug;;Schätzwert;;
15 bis unter 19 Jahre;6;;;Männlich;2;Vitamin B12 Cobalamin;21;;;;4,0;;µg/Tag;ug;;Schätzwert;;
15 bis unter 19 Jahre;6;;;Weiblich;1;Vitamin B12 Cobalamin;21;;;;4,0;;µg/Tag;ug;;Schätzwert;;
19 bis unter 25 Jahre;7;;;Männlich;2;Vitamin B12 Cobalamin;21;;;;4,0;;µg/Tag;ug;;Schätzwert;;
19 bis unter 25 Jahre;7;;;Weiblich;1;Vitamin B12 Cobalamin;21;;;;4,0;;µg/Tag;ug;;Schätzwert;;
25 bis unter 51 Jahre;8;;;Männlich;2;Vitamin B12 Cobalamin;21;;;;4,0;;µg/Tag;ug;;Schätzwert;;
25 bis unter 51 Jahre;8;;;Weiblich;1;Vitamin B12 Cobalamin;21;;;;4,0;;µg/Tag;ug;;Schätzwert;;
51 bis unter 65 Jahre;9;;;Männlich;2;Vitamin B12 Cobalamin;21;;;;4,0;;µg/Tag;ug;;Schätzwert;;
51 bis unter 65 Jahre;9;;;Weiblich;1;Vitamin B12 Cobalamin;21;;;;4,0;;µg/Tag;ug;;Schätzwert;;
65 Jahre und älter;10;;;Männlich;2;Vitamin B12 Cobalamin;21;;;;4,0;;µg/Tag;ug;;Schätzwert;;
65 Jahre und älter;10;;;Weiblich;1;Vitamin B12 Cobalamin;21;;;;4,0;;µg/Tag;ug;;Schätzwert;;
1. Trimester;8;1;;Weiblich;1;Vitamin B12 Cobalamin;21;;;;4,5;;µg/Tag;ug;;Schätzwert;;
2. Trimester;8;1;;Weiblich;1;Vitamin B12 Cobalamin;21;;;;4,5;;µg/Tag;ug;;Schätzwert;;
3. Trimester;8;1;;Weiblich;1;Vitamin B12 Cobalamin;21;;;;4,5;;µg/Tag;ug;;Schätzwert;;
Stillende;8;;1;Weiblich;1;Vitamin B12 Cobalamin;21;;;;5,5;;µg/Tag;ug;;Schätzwert;;
1 bis unter 4 Jahre;1;;;Männlich;2;Vitamin B6 Pyridoxin;18;;;;0,6;;mg/Tag;mg;;Empfohlene Zufuhr;;
1 bis unter 4 Jahre;1;;;Weiblich;1;Vitamin B6 Pyridoxin;18;;;;0,6;;mg/Tag;mg;;Empfohlene Zufuhr;;
4 bis unter 7 Jahre;2;;;Männlich;2;Vitamin B6 Pyridoxin;18;;;;0,7;;mg/Tag;mg;;Empfohlene Zufuhr;;
4 bis unter 7 Jahre;2;;;Weiblich;1;Vitamin B6 Pyridoxin;18;;;;0,7;;mg/Tag;mg;;Empfohlene Zufuhr;;
7 bis unter 10 Jahre;3;;;Männlich;2;Vitamin B6 Pyridoxin;18;;;;1,0;;mg/Tag;mg;;Empfohlene Zufuhr;;
7 bis unter 10 Jahre;3;;;Weiblich;1;Vitamin B6 Pyridoxin;18;;;;1,0;;mg/Tag;mg;;Empfohlene Zufuhr;;
10 bis unter 13 Jahre;4;;;Männlich;2;Vitamin B6 Pyridoxin;18;;;;1,2;;mg/Tag;mg;;Empfohlene Zufuhr;;
10 bis unter 13 Jahre;4;;;Weiblich;1;Vitamin B6 Pyridoxin;18;;;;1,2;;mg/Tag;mg;;Empfohlene Zufuhr;;
13 bis unter 15 Jahre;5;;;Männlich;2;Vitamin B6 Pyridoxin;18;;;;1,5;;mg/Tag;mg;;Empfohlene Zufuhr;;
13 bis unter 15 Jahre;5;;;Weiblich;1;Vitamin B6 Pyridoxin;18;;;;1,4;;mg/Tag;mg;;Empfohlene Zufuhr;;
15 bis unter 19 Jahre;6;;;Männlich;2;Vitamin B6 Pyridoxin;18;;;;1,6;;mg/Tag;mg;;Empfohlene Zufuhr;;
15 bis unter 19 Jahre;6;;;Weiblich;1;Vitamin B6 Pyridoxin;18;;;;1,4;;mg/Tag;mg;;Empfohlene Zufuhr;;
19 bis unter 25 Jahre;7;;;Männlich;2;Vitamin B6 Pyridoxin;18;;;;1,6;;mg/Tag;mg;;Empfohlene Zufuhr;;
19 bis unter 25 Jahre;7;;;Weiblich;1;Vitamin B6 Pyridoxin;18;;;;1,4;;mg/Tag;mg;;Empfohlene Zufuhr;;
25 bis unter 51 Jahre;8;;;Männlich;2;Vitamin B6 Pyridoxin;18;;;;1,6;;mg/Tag;mg;;Empfohlene Zufuhr;;
25 bis unter 51 Jahre;8;;;Weiblich;1;Vitamin B6 Pyridoxin;18;;;;1,4;;mg/Tag;mg;;Empfohlene Zufuhr;;
51 bis unter 65 Jahre;9;;;Männlich;2;Vitamin B6 Pyridoxin;18;;;;1,6;;mg/Tag;mg;;Empfohlene Zufuhr;;
51 bis unter 65 Jahre;9;;;Weiblich;1;Vitamin B6 Pyridoxin;18;;;;1,4;;mg/Tag;mg;;Empfohlene Zufuhr;;
65 Jahre und älter;10;;;Männlich;2;Vitamin B6 Pyridoxin;18;;;;1,6;;mg/Tag;mg;;Empfohlene Zufuhr;;
65 Jahre und älter;10;;;Weiblich;1;Vitamin B6 Pyridoxin;18;;;;1,4;;mg/Tag;mg;;Empfohlene Zufuhr;;
1. Trimester;8;1;;Weiblich;1;Vitamin B6 Pyridoxin;18;;;;1,5;;mg/Tag;mg;;Empfohlene Zufuhr;;
2. Trimester;8;1;;Weiblich;1;Vitamin B6 Pyridoxin;18;;;;1,8;;mg/Tag;mg;;Empfohlene Zufuhr;;
3. Trimester;8;1;;Weiblich;1;Vitamin B6 Pyridoxin;18;;;;1,8;;mg/Tag;mg;;Empfohlene Zufuhr;;
Stillende;8;;1;Weiblich;1;Vitamin B6 Pyridoxin;18;;;;1,6;;mg/Tag;mg;;Empfohlene Zufuhr;;
1 bis unter 4 Jahre;1;;;Männlich;2;Vitamin C Ascorbinsäure;22;;;;20;;mg/Tag;mg;;Empfohlene Zufuhr;;
1 bis unter 4 Jahre;1;;;Weiblich;1;Vitamin C Ascorbinsäure;22;;;;20;;mg/Tag;mg;;Empfohlene Zufuhr;;
4 bis unter 7 Jahre;2;;;Männlich;2;Vitamin C Ascorbinsäure;22;;;;30;;mg/Tag;mg;;Empfohlene Zufuhr;;
4 bis unter 7 Jahre;2;;;Weiblich;1;Vitamin C Ascorbinsäure;22;;;;30;;mg/Tag;mg;;Empfohlene Zufuhr;;
7 bis unter 10 Jahre;3;;;Männlich;2;Vitamin C Ascorbinsäure;22;;;;45;;mg/Tag;mg;;Empfohlene Zufuhr;;
7 bis unter 10 Jahre;3;;;Weiblich;1;Vitamin C Ascorbinsäure;22;;;;45;;mg/Tag;mg;;Empfohlene Zufuhr;;
10 bis unter 13 Jahre;4;;;Männlich;2;Vitamin C Ascorbinsäure;22;;;;65;;mg/Tag;mg;;Empfohlene Zufuhr;;
10 bis unter 13 Jahre;4;;;Weiblich;1;Vitamin C Ascorbinsäure;22;;;;65;;mg/Tag;mg;;Empfohlene Zufuhr;;
13 bis unter 15 Jahre;5;;;Männlich;2;Vitamin C Ascorbinsäure;22;;;;85;;mg/Tag;mg;;Empfohlene Zufuhr;;
13 bis unter 15 Jahre;5;;;Weiblich;1;Vitamin C Ascorbinsäure;22;;;;85;;mg/Tag;mg;;Empfohlene Zufuhr;;
15 bis unter 19 Jahre;6;;;Männlich;2;Vitamin C Ascorbinsäure;22;;;;105;;mg/Tag;mg;;Empfohlene Zufuhr;;
15 bis unter 19 Jahre;6;;;Weiblich;1;Vitamin C Ascorbinsäure;22;;;;90;;mg/Tag;mg;;Empfohlene Zufuhr;;
19 bis unter 25 Jahre;7;;;Männlich;2;Vitamin C Ascorbinsäure;22;;;;110;;mg/Tag;mg;;Empfohlene Zufuhr;o;Raucher 155 mg/Tag
19 bis unter 25 Jahre;7;;;Weiblich;1;Vitamin C Ascorbinsäure;22;;;;95;;mg/Tag;mg;;Empfohlene Zufuhr;p;Raucherinnen 135 mg/Tag
25 bis unter 51 Jahre;8;;;Männlich;2;Vitamin C Ascorbinsäure;22;;;;110;;mg/Tag;mg;;Empfohlene Zufuhr;o;Raucher 155 mg/Tag
25 bis unter 51 Jahre;8;;;Weiblich;1;Vitamin C Ascorbinsäure;22;;;;95;;mg/Tag;mg;;Empfohlene Zufuhr;p;Raucherinnen 135 mg/Tag
51 bis unter 65 Jahre;9;;;Männlich;2;Vitamin C Ascorbinsäure;22;;;;110;;mg/Tag;mg;;Empfohlene Zufuhr;o;Raucher 155 mg/Tag
51 bis unter 65 Jahre;9;;;Weiblich;1;Vitamin C Ascorbinsäure;22;;;;95;;mg/Tag;mg;;Empfohlene Zufuhr;p;Raucherinnen 135 mg/Tag
65 Jahre und älter;10;;;Männlich;2;Vitamin C Ascorbinsäure;22;;;;110;;mg/Tag;mg;;Empfohlene Zufuhr;o;Raucher 155 mg/Tag
65 Jahre und älter;10;;;Weiblich;1;Vitamin C Ascorbinsäure;22;;;;95;;mg/Tag;mg;;Empfohlene Zufuhr;p;Raucherinnen 135 mg/Tag
1. Trimester;8;1;;Weiblich;1;Vitamin C Ascorbinsäure;22;;;;95;;mg/Tag;mg;;Empfohlene Zufuhr;;
2. Trimester;8;1;;Weiblich;1;Vitamin C Ascorbinsäure;22;;;;105;;mg/Tag;mg;;Empfohlene Zufuhr;;
3. Trimester;8;1;;Weiblich;1;Vitamin C Ascorbinsäure;22;;;;105;;mg/Tag;mg;;Empfohlene Zufuhr;;
Stillende;8;;1;Weiblich;1;Vitamin C Ascorbinsäure;22;;;;125;;mg/Tag;mg;;Empfohlene Zufuhr;;
1 bis unter 4 Jahre;1;;;Männlich;2;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
1 bis unter 4 Jahre;1;;;Weiblich;1;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
4 bis unter 7 Jahre;2;;;Männlich;2;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
4 bis unter 7 Jahre;2;;;Weiblich;1;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
7 bis unter 10 Jahre;3;;;Männlich;2;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
7 bis unter 10 Jahre;3;;;Weiblich;1;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
10 bis unter 13 Jahre;4;;;Männlich;2;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
10 bis unter 13 Jahre;4;;;Weiblich;1;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
13 bis unter 15 Jahre;5;;;Männlich;2;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
13 bis unter 15 Jahre;5;;;Weiblich;1;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
15 bis unter 19 Jahre;6;;;Männlich;2;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
15 bis unter 19 Jahre;6;;;Weiblich;1;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
19 bis unter 25 Jahre;7;;;Männlich;2;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
19 bis unter 25 Jahre;7;;;Weiblich;1;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
25 bis unter 51 Jahre;8;;;Männlich;2;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
25 bis unter 51 Jahre;8;;;Weiblich;1;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
51 bis unter 65 Jahre;9;;;Männlich;2;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
51 bis unter 65 Jahre;9;;;Weiblich;1;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
65 Jahre und älter;10;;;Männlich;2;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
65 Jahre und älter;10;;;Weiblich;1;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
1. Trimester;8;1;;Weiblich;1;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
2. Trimester;8;1;;Weiblich;1;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
3. Trimester;8;1;;Weiblich;1;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
Stillende;8;;1;Weiblich;1;Vitamin D Calciferole;23;;;;20;;µg/Tag;ug;bei fehlender endogener Synthese;Schätzwert;e,al;"1 µg = 40 Internationale Einheiten (IE); 1 IE = 0,025 µg Sicherheitshinweis: Bei Supplementation ist die tägliche tolerierbare Gesamtzufuhrmenge (Upper Intake Level) von 25 µg für Säuglinge, 50 µg für Kinder bis 10 Jahre sowie 100 µg für Kinder ab 11 Jahre, Jugendliche und Erwachsene zu beachten."
1 bis unter 4 Jahre;1;;;Männlich;2;Vitamin E;24;;;;8;;mg/Tag;mg;;Schätzwert;g;angegeben in RRR-α-Tocopherol (1 mg RRR-α-Tocopherol =  2 mg all-rac-α-Tocopherol)
1 bis unter 4 Jahre;1;;;Weiblich;1;Vitamin E;24;;;;8;;mg/Tag;mg;;Schätzwert;g;angegeben in RRR-α-Tocopherol (1 mg RRR-α-Tocopherol =  2 mg all-rac-α-Tocopherol)
4 bis unter 7 Jahre;2;;;Männlich;2;Vitamin E;24;;;;8;;mg/Tag;mg;;Schätzwert;g;angegeben in RRR-α-Tocopherol (1 mg RRR-α-Tocopherol =  2 mg all-rac-α-Tocopherol)
4 bis unter 7 Jahre;2;;;Weiblich;1;Vitamin E;24;;;;8;;mg/Tag;mg;;Schätzwert;g;angegeben in RRR-α-Tocopherol (1 mg RRR-α-Tocopherol =  2 mg all-rac-α-Tocopherol)
